feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,CD1a_molp,CD1b_molp,CD1c_molp,CD1d_molp
PC 18:1;0_24:2;0,PC,GPL,MEM,42,3,0,0.0318642243989823,NA,NA,0.096874113
PC 18:2;0_24:1;0,PC,GPL,MEM,42,3,0,0.00337765648604754,NA,NA,0.03328497
PC 20:1;0_22:2;0,PC,GPL,MEM,42,3,0,NA,NA,NA,NA
PC 20:2;0_22:1;0,PC,GPL,MEM,42,3,0,NA,NA,NA,NA
PC O-16:0;0/16:0;0,PC O-,GPL,MEM,32,0,0,0.00581772347480196,0.12986763,0.0517039476591716,0.016770972
PC O-17:0;0/15:0;0,PC O-,GPL,MEM,32,0,0,0.00817909954899921,0.148959337,0.0813164604215118,0.034073383
PC O-18:0;0/14:0;0,PC O-,GPL,MEM,32,0,0,0.00107174199658543,0.018912984,0.00630190051115787,0.001823457
PC O-16:0;0/16:1;0,PC O-,GPL,MEM,32,1,0,0.130214802944405,0.669446461,1.03718479193101,0.287679323
PC O-16:1;0/16:0;0,PC O-,GPL,MEM,32,1,0,0.0424757284902603,0.238295998,0.393191194492174,0.049325332
PC O-17:0;0/15:1;0,PC O-,GPL,MEM,32,1,0,0.00197776877069894,0.01430026,0.0153003925557772,0.006975621
PC O-17:1;0/15:0;0,PC O-,GPL,MEM,32,1,0,0.0187238665684314,0.189959,0.148286302110973,0.091735493
PC O-18:0;0/14:1;0,PC O-,GPL,MEM,32,1,0,NA,NA,0.003221836575377,7.58378e-4
PC O-18:1;0/14:0;0,PC O-,GPL,MEM,32,1,0,0.00843266685802044,0.026615553,0.0411384293028973,0.009213789
PC O-16:0;0/16:2;0,PC O-,GPL,MEM,32,2,0,NA,0.004594891,0.00551818285836989,0.004825125
PC O-16:1;0/16:1;0,PC O-,GPL,MEM,32,2,0,0.0921324572797789,0.615964745,1.48530648340007,0.619085989
PC O-16:2;0/16:0;0,PC O-,GPL,MEM,32,2,0,0.00596655647500904,0.018569741,0.0584740441476168,0.008626237
PC O-17:1;0/15:1;0,PC O-,GPL,MEM,32,2,0,NA,0.005837607,NA,0.002582884
PC O-17:2;0/15:0;0,PC O-,GPL,MEM,32,2,0,NA,NA,NA,0.004416139
PC O-18:1;0/14:1;0,PC O-,GPL,MEM,32,2,0,NA,NA,NA,9.6895e-4
PC O-18:2;0/14:0;0,PC O-,GPL,MEM,32,2,0,0.00121778199309717,0.008687933,0.0181734668285913,0.010794829
PC O-16:1;0/16:2;0,PC O-,GPL,MEM,32,3,0,NA,0.01468812,0.00506712402436353,0.003748793
PC O-16:2;0/16:1;0,PC O-,GPL,MEM,32,3,0,0.0146970691405485,0.05261885,0.136910627140602,0.026537476
PC O-16:0;0/17:0;0,PC O-,GPL,MEM,33,0,0,NA,NA,0.00567764765121266,NA
PC O-17:0;0/16:0;0,PC O-,GPL,MEM,33,0,0,NA,0.069782715,0.0504572626699603,0.036087879
PC O-18:0;0/15:0;0,PC O-,GPL,MEM,33,0,0,NA,NA,0.00250713050067097,0.005230166
PC O-16:0;0/17:1;0,PC O-,GPL,MEM,33,1,0,2.4695404948905e-4,0.003062102,0.00158384609353281,0.001981028
PC O-16:1;0/17:0;0,PC O-,GPL,MEM,33,1,0,1.5533578450591e-4,0.017188213,0.00168776016240969,0.00194906
PC O-17:0;0/16:1;0,PC O-,GPL,MEM,33,1,0,0.0219209700831196,0.105921684,0.129642639779258,0.076259749
PC O-17:1;0/16:0;0,PC O-,GPL,MEM,33,1,0,0.00970208970136273,0.043683343,0.0532983415494807,0.03046583
PC O-18:0;0/15:1;0,PC O-,GPL,MEM,33,1,0,NA,NA,NA,8.33195e-5
PC O-18:1;0/15:0;0,PC O-,GPL,MEM,33,1,0,2.4332513005522e-4,0.002015764,8.5123563945402e-4,0.001600425
PC O-16:1;0/17:1;0,PC O-,GPL,MEM,33,2,0,0.00103589403722828,0.014335795,0.0139711578427117,0.014382217
PC O-16:2;0/17:0;0,PC O-,GPL,MEM,33,2,0,2.4447368955947e-4,0.001735352,0.00131434321832833,8.04593e-4
PC O-17:0;0/16:2;0,PC O-,GPL,MEM,33,2,0,9.3019909230765e-4,0.004079091,0.00499676887517687,0.003815752
PC O-17:1;0/16:1;0,PC O-,GPL,MEM,33,2,0,0.0166780106742077,0.137532815,0.105123959312795,0.120744308
PC O-17:2;0/16:0;0,PC O-,GPL,MEM,33,2,0,0.00190847477522692,0.006848292,0.00534167031982448,0.004492041
PC O-18:2;0/15:0;0,PC O-,GPL,MEM,33,2,0,NA,0.002526588,0.00131288715527085,0.006524603
PC O-16:2;0/17:1;0,PC O-,GPL,MEM,33,3,0,0.0243291612678974,0.013439915,0.0160631252445158,0.003263036
PC O-17:1;0/16:2;0,PC O-,GPL,MEM,33,3,0,NA,0.012484875,0.0147757613772331,0.003007715
PC O-17:2;0/16:1;0,PC O-,GPL,MEM,33,3,0,0.0806790803407375,0.046529049,0.103197906366623,0.021787678
PC O-16:0;0/18:0;0,PC O-,GPL,MEM,34,0,0,NA,0.00605957,NA,NA
PC O-17:0;0/17:0;0,PC O-,GPL,MEM,34,0,0,NA,0.043245736,NA,NA
PC O-18:0;0/16:0;0,PC O-,GPL,MEM,34,0,0,NA,0.053950364,NA,NA
PC O-16:0;0/18:1;0,PC O-,GPL,MEM,34,1,0,0.159336766544938,0.470887952,0.671229487500251,0.201113383
PC O-16:1;0/18:0;0,PC O-,GPL,MEM,34,1,0,NA,NA,NA,NA
PC O-17:0;0/17:1;0,PC O-,GPL,MEM,34,1,0,0.0268252807907561,0.134012209,0.189737575259409,0.061846315
PC O-17:1;0/17:0;0,PC O-,GPL,MEM,34,1,0,0.010441138857289,0.068526353,0.0601901141019076,0.03183565
PC O-18:0;0/16:1;0,PC O-,GPL,MEM,34,1,0,0.029375813939256,0.13055425,0.160963725018984,0.063475632
PC O-18:1;0/16:0;0,PC O-,GPL,MEM,34,1,0,0.032294826453678,0.134158308,0.174070470857295,0.038308397
PC O-16:0;0/18:2;0,PC O-,GPL,MEM,34,2,0,0.0046405992811167,0.012641927,0.0179951097200125,0.014290121
PC O-16:1;0/18:1;0,PC O-,GPL,MEM,34,2,0,0.22615584641343,0.668147447,1.68761019946196,0.734648196
PC O-16:2;0/18:0;0,PC O-,GPL,MEM,34,2,0,NA,0.008387055,0.0186118576532547,NA
PC O-17:0;0/17:2;0,PC O-,GPL,MEM,34,2,0,NA,0.00255957,NA,0.002491656
PC O-17:1;0/17:1;0,PC O-,GPL,MEM,34,2,0,0.0122583760112656,0.067902647,0.0372190904717891,0.057641678
PC O-17:2;0/17:0;0,PC O-,GPL,MEM,34,2,0,0.0035109484918015,0.033522927,0.00645519724358395,0.006411288
PC O-18:1;0/16:1;0,PC O-,GPL,MEM,34,2,0,0.0757746564212201,0.217955412,0.295668329837355,0.215837518
PC O-18:2;0/16:0;0,PC O-,GPL,MEM,34,2,0,0.0111287252219504,0.058992933,0.060677813650873,0.039441681
PC O-16:1;0/18:2;0,PC O-,GPL,MEM,34,3,0,0.00165964488395431,0.022151551,0.0179867987251446,0.020031419
PC O-16:2;0/18:1;0,PC O-,GPL,MEM,34,3,0,0.0205660423018985,0.049362777,0.156454189335406,0.033961694
PC O-17:2;0/17:1;0,PC O-,GPL,MEM,34,3,0,3.8005815265624e-4,0.009486276,0.0014472979974118,0.002043087
PC O-18:1;0/16:2;0,PC O-,GPL,MEM,34,3,0,4.1147615608966e-4,NA,NA,0.001253285
PC O-18:2;0/16:1;0,PC O-,GPL,MEM,34,3,0,0.0114820888039248,0.168457609,0.119483081786139,0.242062471
PC O-16:1;0/19:1;0,PC O-,GPL,MEM,35,2,0,NA,6.64311e-4,NA,3.02571e-4
PC O-17:0;0/18:2;0,PC O-,GPL,MEM,35,2,0,5.9062455093049e-4,0.004492062,0.00637758003111547,0.004805796
PC O-17:1;0/18:1;0,PC O-,GPL,MEM,35,2,0,0.0147622059291611,0.097882583,0.0799391059719363,0.089198803
PC O-17:2;0/18:0;0,PC O-,GPL,MEM,35,2,0,6.77992708716757e-5,9.26508e-4,NA,2.79713e-4
PC O-18:1;0/17:1;0,PC O-,GPL,MEM,35,2,0,1.2013020892294e-4,0.002967039,0.00118168214753875,0.001861373
PC O-18:2;0/17:0;0,PC O-,GPL,MEM,35,2,0,4.77095260612278e-5,0.005248513,0.00121692844652044,0.001311023
PC O-16:1;0/19:2;0,PC O-,GPL,MEM,35,3,0,NA,NA,NA,5.64469e-4
PC O-17:0;0/18:3;0,PC O-,GPL,MEM,35,3,0,NA,NA,0.00391885720165476,0.001264079
PC O-17:1;0/18:2;0,PC O-,GPL,MEM,35,3,0,0.0194593735243921,0.011828423,0.0199284694282563,0.011300013
PC O-17:2;0/18:1;0,PC O-,GPL,MEM,35,3,0,0.0625081525854286,0.043667418,0.0597239772488417,0.030523213
PC O-18:2;0/17:1;0,PC O-,GPL,MEM,35,3,0,0.00379069371743224,0.013252632,0.0140217151531915,0.019130334
PC O-16:0;0/20:1;0,PC O-,GPL,MEM,36,1,0,0.00366852977361179,0.025157428,0.00771087786411729,0.004238175
PC O-16:1;0/20:0;0,PC O-,GPL,MEM,36,1,0,NA,NA,NA,NA
PC O-17:0;0/19:1;0,PC O-,GPL,MEM,36,1,0,0.0026787406089,0.003107495,0.00293486681019883,0.001045003
PC O-17:1;0/19:0;0,PC O-,GPL,MEM,36,1,0,4.1794409235643e-4,9.51297e-4,7.1829957798852e-4,4.98891e-4
PC O-18:0;0/18:1;0,PC O-,GPL,MEM,36,1,0,0.0637748203843533,0.16060565,0.130467552953623,0.052834074
PC O-18:1;0/18:0;0,PC O-,GPL,MEM,36,1,0,0.00342438136009964,0.022558758,0.0105680773619548,0.002090283
PC O-16:0;0/20:2;0,PC O-,GPL,MEM,36,2,0,0.00163355637143306,0.005124851,0.0053272091440556,0.002511937
PC O-16:1;0/20:1;0,PC O-,GPL,MEM,36,2,0,0.00789428243110721,0.034731122,0.0549709166019818,0.02243417
PC O-16:2;0/20:0;0,PC O-,GPL,MEM,36,2,0,NA,NA,NA,NA
PC O-17:0;0/19:2;0,PC O-,GPL,MEM,36,2,0,5.519855857347e-4,NA,NA,0.001043567
PC O-17:1;0/19:1;0,PC O-,GPL,MEM,36,2,0,0.0031004365513116,0.005554668,0.00648569373748059,0.005284625
PC O-18:0;0/18:2;0,PC O-,GPL,MEM,36,2,0,0.00196741154848344,0.007392375,0.00678141273190552,0.00752835
PC O-18:1;0/18:1;0,PC O-,GPL,MEM,36,2,0,0.123309997013433,0.232516928,0.351531207797469,0.200707485
PC O-18:2;0/18:0;0,PC O-,GPL,MEM,36,2,0,NA,0.011014286,NA,NA
PC O-16:0;0/20:3;0,PC O-,GPL,MEM,36,3,0,0.00148948276539854,0.00439209,NA,0.001908793
PC O-16:1;0/20:2;0,PC O-,GPL,MEM,36,3,0,0.00466708986230297,0.019989699,0.0126827301442466,0.010157968
PC O-16:2;0/20:1;0,PC O-,GPL,MEM,36,3,0,0.00176332865310957,0.004330838,0.00737916218978734,7.81597e-4
PC O-18:0;0/18:3;0,PC O-,GPL,MEM,36,3,0,NA,NA,NA,6.97684e-4
PC O-18:1;0/18:2;0,PC O-,GPL,MEM,36,3,0,0.00488960781407774,0.00973256,0.00849473296568199,0.010171754
PC O-18:2;0/18:1;0,PC O-,GPL,MEM,36,3,0,0.103537331585263,0.368050562,0.323564760725727,0.436499597
PC O-16:1;0/20:3;0,PC O-,GPL,MEM,36,4,0,0.0048560002013006,NA,NA,0.003819698
PC O-16:2;0/20:2;0,PC O-,GPL,MEM,36,4,0,NA,NA,NA,NA
PC O-18:2;0/18:2;0,PC O-,GPL,MEM,36,4,0,0.00849855284290331,NA,NA,0.01941418
PC O-17:0;0/20:1;0,PC O-,GPL,MEM,37,1,0,NA,NA,0.0730698258502239,0.051908357
PC O-17:1;0/20:0;0,PC O-,GPL,MEM,37,1,0,NA,NA,0.0102708587231529,0.007869399
PC O-18:0;0/19:1;0,PC O-,GPL,MEM,37,1,0,NA,NA,NA,0.004548264
PC O-17:0;0/20:2;0,PC O-,GPL,MEM,37,2,0,NA,NA,0.0221367996979683,0.011877068
PC O-17:1;0/20:1;0,PC O-,GPL,MEM,37,2,0,NA,NA,0.0869452418664352,0.071588608
PC O-18:1;0/19:1;0,PC O-,GPL,MEM,37,2,0,NA,NA,NA,0.003493892
PC O-17:0;0/20:3;0,PC O-,GPL,MEM,37,3,0,NA,NA,0.0252812835287128,0.012948754
PC O-17:1;0/20:2;0,PC O-,GPL,MEM,37,3,0,NA,NA,0.0127061657194127,0.013606344
PC O-17:2;0/20:1;0,PC O-,GPL,MEM,37,3,0,NA,NA,NA,0.00201056
PC O-18:0;0/19:3;0,PC O-,GPL,MEM,37,3,0,NA,NA,NA,NA
PC O-18:2;0/19:1;0,PC O-,GPL,MEM,37,3,0,NA,NA,NA,0.001966317
PC O-16:0;0/22:0;0,PC O-,GPL,MEM,38,0,0,NA,0.029774364,NA,NA
PC O-18:0;0/20:0;0,PC O-,GPL,MEM,38,0,0,NA,0.068445412,NA,NA
PC O-16:0;0/22:1;0,PC O-,GPL,MEM,38,1,0,0.00464034222355199,0.027761102,0.00882850999917287,NA
PC O-16:1;0/22:0;0,PC O-,GPL,MEM,38,1,0,NA,NA,NA,NA
PC O-17:0;0/21:1;0,PC O-,GPL,MEM,38,1,0,7.0446891990234e-4,NA,NA,NA
PC O-18:0;0/20:1;0,PC O-,GPL,MEM,38,1,0,0.0125178096935706,0.045185031,0.025857784672179,NA
PC O-18:1;0/20:0;0,PC O-,GPL,MEM,38,1,0,6.7077281872128e-4,NA,NA,NA
PC O-16:0;0/22:2;0,PC O-,GPL,MEM,38,2,0,0.00110630183782201,NA,NA,0.003779501
PC O-16:1;0/22:1;0,PC O-,GPL,MEM,38,2,0,0.00370069659871729,0.00643386,0.0116278409545806,0.004497975
PC O-17:1;0/21:1;0,PC O-,GPL,MEM,38,2,0,NA,NA,NA,0.001325039
PC O-18:0;0/20:2;0,PC O-,GPL,MEM,38,2,0,0.00358047690246207,0.005404236,0.00667367375038968,0.003201452
PC O-18:1;0/20:1;0,PC O-,GPL,MEM,38,2,0,0.0145479118216004,0.024972514,0.0269926034916736,0.016300135
PC O-16:1;0/22:2;0,PC O-,GPL,MEM,38,3,0,0.0023207073698174,0.008026663,0.0113148741873715,0.005879945
PC O-18:0;0/20:3;0,PC O-,GPL,MEM,38,3,0,0.00204574418073539,NA,NA,0.002152105
PC O-18:1;0/20:2;0,PC O-,GPL,MEM,38,3,0,0.00495946054347928,0.005354079,0.00586044707445599,0.007204307
PC O-18:2;0/20:1;0,PC O-,GPL,MEM,38,3,0,0.00499409605353914,0.025027132,0.0185169934129818,0.020240104
PC O-16:0;0/24:0;0,PC O-,GPL,MEM,40,0,0,NA,0.140373007,NA,NA
PC O-17:0;0/23:0;0,PC O-,GPL,MEM,40,0,0,NA,NA,NA,NA
PC O-18:0;0/22:0;0,PC O-,GPL,MEM,40,0,0,NA,0.017934321,NA,NA
PC O-16:0;0/24:1;0,PC O-,GPL,MEM,40,1,0,0.00443466154226586,0.045822822,0.00899061835290562,0.028213537
PC O-16:1;0/24:0;0,PC O-,GPL,MEM,40,1,0,0.00251684628740614,0.012621001,0.0203824213913922,0.007785505
PC O-18:0;0/22:1;0,PC O-,GPL,MEM,40,1,0,0.0121115655080119,0.032554923,0.00584585478223886,0.011802566
PC O-18:1;0/22:0;0,PC O-,GPL,MEM,40,1,0,0.001068488486916,NA,NA,0.002418973
PC O-16:0;0/24:2;0,PC O-,GPL,MEM,40,2,0,NA,NA,NA,0.013398736
PC O-16:1;0/24:1;0,PC O-,GPL,MEM,40,2,0,0.00591711684664982,NA,0.0190161909804835,0.025914779
PC O-17:1;0/23:1;0,PC O-,GPL,MEM,40,2,0,NA,NA,NA,0.00959092
PC O-18:0;0/22:2;0,PC O-,GPL,MEM,40,2,0,0.00391503599103033,NA,NA,0.009093924
PC O-18:1;0/22:1;0,PC O-,GPL,MEM,40,2,0,0.0157778163930578,NA,0.0104992099374679,0.043423918
PC O-18:0;0/24:0;0,PC O-,GPL,MEM,42,0,0,NA,0.105990913,NA,NA
PC O-18:0;0/24:1;0,PC O-,GPL,MEM,42,1,0,NA,0.146686408,0.0188878294676005,0.02709691
PC O-18:1;0/24:0;0,PC O-,GPL,MEM,42,1,0,NA,NA,0.0139462859464533,0.034663329
PC O-18:0;0/24:2;0,PC O-,GPL,MEM,42,2,0,NA,NA,NA,0.008661844
PC O-18:1;0/24:1;0,PC O-,GPL,MEM,42,2,0,0.0234134369805064,NA,NA,0.126395749
PC O-18:2;0/24:0;0,PC O-,GPL,MEM,42,2,0,NA,NA,NA,0.00725307
PC O-18:2;0/24:1;0,PC O-,GPL,MEM,42,3,0,0.0189936904375879,NA,NA,NA
PE 13:0;0_16:0;0,PE,GPL,MEM,29,0,0,NA,NA,NA,NA
PE 14:0;0_15:0;0,PE,GPL,MEM,29,0,0,NA,NA,NA,NA
PE 14:0;0_16:1;0,PE,GPL,MEM,30,1,0,NA,NA,NA,NA
PE 15:1;0_15:1;0,PE,GPL,MEM,30,2,0,0.00742181662073662,NA,NA,NA
PE 13:0;0_18:0;0,PE,GPL,MEM,31,0,0,NA,0.001836693,0.00206536435868979,0.001870834
PE 14:0;0_17:0;0,PE,GPL,MEM,31,0,0,NA,0.002743721,0.00287447315867044,0.001655711
PE 15:0;0_16:0;0,PE,GPL,MEM,31,0,0,NA,0.013736173,0.0105254570664734,0.008994858
PE 13:0;0_18:1;0,PE,GPL,MEM,31,1,0,0.00446367741434691,NA,NA,6.13115e-4
PE 14:0;0_17:1;0,PE,GPL,MEM,31,1,0,5.6017638206885e-4,0.002148757,NA,0.00107776
PE 15:0;0_16:1;0,PE,GPL,MEM,31,1,0,0.00840152826317379,0.013768286,NA,0.006445019
PE 14:0;0_18:0;0,PE,GPL,MEM,32,0,0,NA,0.009653277,0.00557150218153101,0.003367323
PE 15:0;0_17:0;0,PE,GPL,MEM,32,0,0,NA,0.00547349,0.002619387412303,0.004790289
PE 16:0;0_16:0;0,PE,GPL,MEM,32,0,0,NA,NA,0.00783692695964017,0.004848331
PE 14:0;0_18:1;0,PE,GPL,MEM,32,1,0,0.044276673788633,0.023668376,0.0380166956658848,0.012094109
PE 14:1;0_18:0;0,PE,GPL,MEM,32,1,0,NA,NA,0.00312035356189655,0.003332136
PE 15:0;0_17:1;0,PE,GPL,MEM,32,1,0,0.00353774074935257,0.011987291,0.0127960937234007,0.01123633
PE 16:0;0_16:1;0,PE,GPL,MEM,32,1,0,0.0850030709429441,0.133244922,0.216714748729058,0.06891097
PE 14:1;0_18:1;0,PE,GPL,MEM,32,2,0,0.112100305318121,NA,NA,0.001729164
PE 15:1;0_17:1;0,PE,GPL,MEM,32,2,0,NA,NA,NA,0.008770315
PE 16:1;0_16:1;0,PE,GPL,MEM,32,2,0,0.2577380720044,0.052685973,0.396855827702868,0.014058062
PE 16:0;0_17:0;0,PE,GPL,MEM,33,0,0,NA,NA,0.0191708622006769,0.009549939
PE 13:0;0_20:1;0,PE,GPL,MEM,33,1,0,5.391759527727e-4,NA,NA,NA
PE 15:0;0_18:1;0,PE,GPL,MEM,33,1,0,0.0424579635483011,0.007091458,0.0247472134558539,0.036595665
PE 16:0;0_17:1;0,PE,GPL,MEM,33,1,0,0.00583250495072515,0.004329022,0.00965436110313013,0.012380573
PE 16:1;0_17:0;0,PE,GPL,MEM,33,1,0,0.0108018418989025,0.004764117,0.0170345863791201,0.025328472
PE 16:1;0_17:1;0,PE,GPL,MEM,33,2,0,0.0255366072660068,0.050069797,0.0208087524827353,0.034721136
PE 14:0;0_20:1;0,PE,GPL,MEM,34,1,0,0.00722602399831278,NA,NA,NA
PE 15:0;0_19:1;0,PE,GPL,MEM,34,1,0,NA,NA,NA,NA
PE 16:0;0_18:1;0,PE,GPL,MEM,34,1,0,0.491710407638,0.354107645,0.444972035988409,0.185987529
PE 16:1;0_18:0;0,PE,GPL,MEM,34,1,0,0.218246614020482,0.198295273,0.316108049116635,0.138259886
PE 17:0;0_17:1;0,PE,GPL,MEM,34,1,0,0.0098693582574349,0.020879525,0.0133946552092859,0.01210595
PE 15:1;0_19:1;0,PE,GPL,MEM,34,2,0,NA,NA,NA,NA
PE 16:0;0_18:2;0,PE,GPL,MEM,34,2,0,0.012413007457628,NA,0.01396728245769,0.008198677
PE 16:1;0_18:1;0,PE,GPL,MEM,34,2,0,1.30517586388214,0.656427395,0.777405870864489,0.415162182
PE 16:2;0_18:0;0,PE,GPL,MEM,34,2,0,0.0028958733378845,NA,NA,0.003537868
PE 17:1;0_17:1;0,PE,GPL,MEM,34,2,0,0.0150545989197375,0.026578309,0.0240972811415258,0.013182996
PE 16:1;0_18:2;0,PE,GPL,MEM,34,3,0,0.00878124823695807,NA,NA,NA
PE 16:2;0_18:1;0,PE,GPL,MEM,34,3,0,0.0109672557779858,NA,NA,NA
PE 16:0;0_19:0;0,PE,GPL,MEM,35,0,0,NA,NA,NA,NA
PE 17:0;0_18:0;0,PE,GPL,MEM,35,0,0,NA,0.033340381,NA,0.015370499
PE 15:0;0_20:1;0,PE,GPL,MEM,35,1,0,0.0157241859272511,0.015915793,0.0164941422589244,0.017634546
PE 16:0;0_19:1;0,PE,GPL,MEM,35,1,0,0.0285198628611351,NA,NA,0.008806999
