feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,CD1a_molp,CD1b_molp,CD1c_molp,CD1d_molp
PE 16:1;0_19:0;0,PE,GPL,MEM,35,1,0,0.00522311669596322,0.011722844,NA,0.014542055
PE 17:0;0_18:1;0,PE,GPL,MEM,35,1,0,0.091621858378183,0.104942498,0.0804927988132444,0.070241179
PE 15:0;0_20:2;0,PE,GPL,MEM,35,2,0,NA,0.002032847,9.542810618612e-4,0.001232678
PE 16:1;0_19:1;0,PE,GPL,MEM,35,2,0,0.00451396646478849,0.008748185,NA,0.007788906
PE 17:0;0_18:2;0,PE,GPL,MEM,35,2,0,8.7792034306045e-4,0.003262428,NA,0.002436944
PE 17:1;0_18:1;0,PE,GPL,MEM,35,2,0,0.156202795302619,0.150763735,0.0610023447398224,0.068562181
PE 17:1;0_18:2;0,PE,GPL,MEM,35,3,0,0.00810274479490061,NA,NA,NA
PE 16:0;0_20:1;0,PE,GPL,MEM,36,1,0,0.0774861057299385,0.043701899,0.0874083213223213,0.038214901
PE 16:1;0_20:0;0,PE,GPL,MEM,36,1,0,NA,NA,NA,0.015566727
PE 17:0;0_19:1;0,PE,GPL,MEM,36,1,0,NA,0.006698399,NA,0.001691779
PE 18:0;0_18:1;0,PE,GPL,MEM,36,1,0,0.767119442421484,0.332716785,0.35436654139262,0.160662561
PE 16:0;0_20:2;0,PE,GPL,MEM,36,2,0,0.0148230979381949,0.059283006,0.0216965345040788,0.007785729
PE 16:1;0_20:1;0,PE,GPL,MEM,36,2,0,0.139776502588062,0.101687347,0.12473315124979,0.109964886
PE 17:1;0_19:1;0,PE,GPL,MEM,36,2,0,0.00881350363371151,0.047333986,NA,NA
PE 18:0;0_18:2;0,PE,GPL,MEM,36,2,0,0.035290596623304,0.022954251,0.0139842188289096,0.010228314
PE 18:1;0_18:1;0,PE,GPL,MEM,36,2,0,3.95216336118253,1.503491662,1.11562036771128,0.769742567
PE 16:0;0_20:3;0,PE,GPL,MEM,36,3,0,0.0130828195569987,NA,NA,NA
PE 16:1;0_20:2;0,PE,GPL,MEM,36,3,0,0.0162094227037318,0.013294484,0.0112653792181145,0.010638784
PE 17:1;0_19:2;0,PE,GPL,MEM,36,3,0,0.00147360613101637,NA,NA,0.00399909
PE 18:0;0_18:3;0,PE,GPL,MEM,36,3,0,0.00261796031335458,NA,NA,NA
PE 18:1;0_18:2;0,PE,GPL,MEM,36,3,0,0.146842202580263,0.046075514,0.0138516079511353,0.019394585
PE 16:1;0_20:3;0,PE,GPL,MEM,36,4,0,0.00420120565792214,NA,NA,NA
PE 18:1;0_18:3;0,PE,GPL,MEM,36,4,0,0.00670407460673512,NA,NA,NA
PE 18:2;0_18:2;0,PE,GPL,MEM,36,4,0,9.8128570380088e-4,NA,NA,NA
PE 15:0;0_22:1;0,PE,GPL,MEM,37,1,0,0.00222427482162942,0.001246291,0.00128667736837887,0.002474454
PE 16:1;0_21:0;0,PE,GPL,MEM,37,1,0,NA,NA,NA,NA
PE 17:0;0_20:1;0,PE,GPL,MEM,37,1,0,0.0115710240617927,0.008125161,0.0052980875104161,0.00768119
PE 18:0;0_19:1;0,PE,GPL,MEM,37,1,0,0.0134606835218896,0.00628152,0.00850766879527016,0.001838685
PE 18:1;0_19:0;0,PE,GPL,MEM,37,1,0,0.0236260542203263,0.01716755,NA,0.018539128
PE 15:0;0_22:2;0,PE,GPL,MEM,37,2,0,8.121738751719e-4,NA,NA,0.005256464
PE 16:1;0_21:1;0,PE,GPL,MEM,37,2,0,NA,NA,NA,NA
PE 17:0;0_20:2;0,PE,GPL,MEM,37,2,0,0.00222976060320795,0.005257529,NA,0.001667496
PE 17:1;0_20:1;0,PE,GPL,MEM,37,2,0,0.0259522360505341,0.016999088,NA,0.007633127
PE 18:0;0_19:2;0,PE,GPL,MEM,37,2,0,0.00140069235214281,NA,NA,NA
PE 18:1;0_19:1;0,PE,GPL,MEM,37,2,0,0.0412581120695389,0.020334258,NA,0.012219937
PE 17:0;0_20:3;0,PE,GPL,MEM,37,3,0,0.0013080696334769,NA,NA,NA
PE 17:1;0_20:2;0,PE,GPL,MEM,37,3,0,0.00582768945007636,NA,NA,NA
PE 18:0;0_19:3;0,PE,GPL,MEM,37,3,0,8.0095524373372e-4,NA,NA,NA
PE 18:1;0_19:2;0,PE,GPL,MEM,37,3,0,0.0086327502107278,NA,NA,NA
PE 18:2;0_19:1;0,PE,GPL,MEM,37,3,0,6.4445634242381e-4,NA,NA,NA
PE 16:0;0_22:1;0,PE,GPL,MEM,38,1,0,0.00485792180648965,NA,0.00352897946284614,0.002840599
PE 16:1;0_22:0;0,PE,GPL,MEM,38,1,0,0.00681342329862153,NA,NA,0.009812888
PE 17:0;0_21:1;0,PE,GPL,MEM,38,1,0,NA,NA,NA,NA
PE 18:0;0_20:1;0,PE,GPL,MEM,38,1,0,0.0430504585925862,0.009963579,0.00992552034784109,0.005387932
PE 18:1;0_20:0;0,PE,GPL,MEM,38,1,0,0.0628138406465281,0.026282445,0.0324921488174057,0.01956702
PE 16:0;0_22:2;0,PE,GPL,MEM,38,2,0,0.00502962560448146,NA,0.0221842951413894,NA
PE 16:1;0_22:1;0,PE,GPL,MEM,38,2,0,0.036184197977276,0.015997786,0.0300036599467615,0.030504319
PE 17:1;0_21:1;0,PE,GPL,MEM,38,2,0,0.0025045561388135,NA,NA,NA
PE 18:0;0_20:2;0,PE,GPL,MEM,38,2,0,0.0590977632148714,0.030064042,NA,0.003023531
PE 18:1;0_20:1;0,PE,GPL,MEM,38,2,0,0.551952042386323,0.175527785,0.128735230519587,0.151161852
PE 19:1;0_19:1;0,PE,GPL,MEM,38,2,0,7.2493862688507e-4,NA,NA,8.62562e-4
PE 16:0;0_22:3;0,PE,GPL,MEM,38,3,0,NA,NA,NA,NA
PE 16:1;0_22:2;0,PE,GPL,MEM,38,3,0,0.0114969488622123,0.024370654,NA,0.012676539
PE 18:0;0_20:3;0,PE,GPL,MEM,38,3,0,0.0424575160283957,0.008454901,NA,8.93719e-4
PE 18:1;0_20:2;0,PE,GPL,MEM,38,3,0,0.135327483448474,0.021439138,0.0151714067498053,0.005330799
PE 18:2;0_20:1;0,PE,GPL,MEM,38,3,0,0.0137498359888652,0.003634205,0.00121147277305629,0.001612182
PE 16:1;0_22:3;0,PE,GPL,MEM,38,4,0,0.0131805813458581,NA,NA,NA
PE 18:1;0_20:3;0,PE,GPL,MEM,38,4,0,0.0675028529906257,0.023529657,NA,NA
PE 18:2;0_20:2;0,PE,GPL,MEM,38,4,0,0.00157791572878934,NA,NA,NA
PE 18:3;0_20:1;0,PE,GPL,MEM,38,4,0,NA,NA,NA,NA
PE 15:0;0_24:1;0,PE,GPL,MEM,39,1,0,4.9272715754617e-4,NA,NA,0.002461242
PE 17:0;0_22:1;0,PE,GPL,MEM,39,1,0,0.00181107010325632,NA,NA,0.002506492
PE 17:1;0_22:0;0,PE,GPL,MEM,39,1,0,NA,NA,NA,NA
PE 18:0;0_21:1;0,PE,GPL,MEM,39,1,0,NA,NA,NA,NA
PE 18:1;0_21:0;0,PE,GPL,MEM,39,1,0,0.0057243969278622,NA,NA,NA
PE 19:0;0_20:1;0,PE,GPL,MEM,39,1,0,0.00126790330681825,NA,NA,0.001122226
PE 19:1;0_20:0;0,PE,GPL,MEM,39,1,0,NA,NA,NA,NA
PE 17:0;0_22:2;0,PE,GPL,MEM,39,2,0,0.00102519268419266,NA,NA,NA
PE 17:1;0_22:1;0,PE,GPL,MEM,39,2,0,0.00499142591803212,NA,NA,NA
PE 18:0;0_21:2;0,PE,GPL,MEM,39,2,0,NA,NA,NA,NA
PE 18:1;0_21:1;0,PE,GPL,MEM,39,2,0,0.0108454830811064,NA,NA,NA
PE 19:0;0_20:2;0,PE,GPL,MEM,39,2,0,NA,NA,NA,NA
PE 19:1;0_20:1;0,PE,GPL,MEM,39,2,0,0.00372731004809187,NA,NA,NA
PE 17:1;0_22:2;0,PE,GPL,MEM,39,3,0,0.00618935346077245,0.034569503,NA,NA
PE 19:1;0_20:2;0,PE,GPL,MEM,39,3,0,0.00147618702892321,NA,NA,NA
PE 19:2;0_20:1;0,PE,GPL,MEM,39,3,0,0.00156084354364798,NA,NA,NA
PE 16:0;0_24:1;0,PE,GPL,MEM,40,1,0,0.00310335242319526,NA,0.00405809877231367,0.002728516
PE 16:1;0_24:0;0,PE,GPL,MEM,40,1,0,0.0138642465837293,NA,0.0461868357092924,0.080348913
PE 18:0;0_22:1;0,PE,GPL,MEM,40,1,0,NA,NA,NA,NA
PE 18:1;0_22:0;0,PE,GPL,MEM,40,1,0,0.0247799842964142,NA,NA,0.011500986
PE 20:0;0_20:1;0,PE,GPL,MEM,40,1,0,0.00495866706138509,NA,NA,9.53401e-4
PE 16:1;0_24:1;0,PE,GPL,MEM,40,2,0,0.0171672684703146,NA,NA,0.055526131
PE 18:0;0_22:2;0,PE,GPL,MEM,40,2,0,0.00876881291077706,NA,NA,NA
PE 18:1;0_22:1;0,PE,GPL,MEM,40,2,0,0.0884246376559006,0.021535741,0.0235249042063412,0.048419911
PE 20:1;0_20:1;0,PE,GPL,MEM,40,2,0,0.0210182052263225,0.002775097,0.00154510649105437,0.006295539
PE 16:1;0_24:2;0,PE,GPL,MEM,40,3,0,0.0100282131729045,NA,NA,0.002987196
PE 18:0;0_22:3;0,PE,GPL,MEM,40,3,0,0.00262432898111555,NA,NA,NA
PE 18:1;0_22:2;0,PE,GPL,MEM,40,3,0,0.0258209555535217,NA,NA,0.011889175
PE 18:2;0_22:1;0,PE,GPL,MEM,40,3,0,0.00109301733929074,NA,NA,3.38521e-4
PE 20:1;0_20:2;0,PE,GPL,MEM,40,3,0,0.00418334015717465,NA,NA,4.9056e-4
PE 18:1;0_22:3;0,PE,GPL,MEM,40,4,0,0.0134972189936907,NA,NA,NA
PE 20:1;0_20:3;0,PE,GPL,MEM,40,4,0,0.00114344923648783,NA,NA,NA
PE 20:2;0_20:2;0,PE,GPL,MEM,40,4,0,1.2948410125007e-4,NA,NA,NA
PE 17:1;0_24:1;0,PE,GPL,MEM,41,2,0,NA,NA,NA,0.009920297
PE 19:1;0_22:1;0,PE,GPL,MEM,41,2,0,NA,NA,NA,NA
PE 17:1;0_24:2;0,PE,GPL,MEM,41,3,0,NA,NA,NA,NA
PE 18:0;0_24:1;0,PE,GPL,MEM,42,1,0,NA,NA,NA,NA
PE 18:1;0_24:0;0,PE,GPL,MEM,42,1,0,0.0255315806584978,NA,0.0293112339835213,0.119206664
PE 20:1;0_22:0;0,PE,GPL,MEM,42,1,0,8.6827369188523e-4,NA,NA,5.48498e-4
PE 18:0;0_24:2;0,PE,GPL,MEM,42,2,0,0.00429740345794546,NA,NA,0.003405057
PE 18:1;0_24:1;0,PE,GPL,MEM,42,2,0,0.0338717587374967,NA,NA,0.10276587
PE 18:2;0_24:0;0,PE,GPL,MEM,42,2,0,NA,NA,NA,0.013170791
PE 20:1;0_22:1;0,PE,GPL,MEM,42,2,0,0.00384706058099387,NA,NA,0.003698029
PE 18:1;0_24:2;0,PE,GPL,MEM,42,3,0,0.00771648916583114,NA,NA,0.0168117
PE 18:2;0_24:1;0,PE,GPL,MEM,42,3,0,1.2642945116286e-4,NA,NA,0.0012516
PE 20:1;0_22:2;0,PE,GPL,MEM,42,3,0,2.2549217772347e-4,NA,NA,9.13008e-4
PE 20:2;0_22:1;0,PE,GPL,MEM,42,3,0,8.12082244305861e-5,NA,NA,NA
PE 20:1;0_24:1;0,PE,GPL,MEM,44,2,0,0.0094613486324875,NA,NA,0.054003608
PE 24:0;0_24:0;0,PE,GPL,MEM,48,0,0,NA,NA,NA,NA
PE 24:1;0_24:1;0,PE,GPL,MEM,48,2,0,NA,NA,NA,NA
PE O-16:0;0/14:0;0,PE O-,GPL,MEM,30,0,0,NA,NA,NA,NA
PE O-17:0;0/13:0;0,PE O-,GPL,MEM,30,0,0,NA,NA,NA,NA
PE O-16:1;0/14:0;0,PE O-,GPL,MEM,30,1,0,0.0131932064684276,0.033271548,0.036003217847918,0.015190225
PE O-16:1;0/14:1;0,PE O-,GPL,MEM,30,2,0,NA,NA,0.00959217987252452,NA
PE O-16:1;0/15:0;0,PE O-,GPL,MEM,31,1,0,NA,0.012005941,0.0143928640993345,0.01620412
PE O-17:1;0/14:0;0,PE O-,GPL,MEM,31,1,0,NA,0.0022274870000000002,0.00222962831153066,0.001476628
PE O-18:1;0/13:0;0,PE O-,GPL,MEM,31,1,0,NA,0.001540132,5.3028431822172e-4,0.001449027
PE O-16:1;0/15:1;0,PE O-,GPL,MEM,31,2,0,NA,NA,NA,NA
PE O-16:0;0/16:1;0,PE O-,GPL,MEM,32,1,0,0.0174240196969962,0.018431943,0.0381133106087339,0.012164945
PE O-16:1;0/16:0;0,PE O-,GPL,MEM,32,1,0,NA,0.020520093,0.0244118116213764,0.00770483
PE O-17:1;0/15:0;0,PE O-,GPL,MEM,32,1,0,7.6933166916816e-4,0.003891492,0.00207260723874126,0.003213461
PE O-18:0;0/14:1;0,PE O-,GPL,MEM,32,1,0,NA,NA,NA,NA
PE O-18:1;0/14:0;0,PE O-,GPL,MEM,32,1,0,7.5168301911888e-4,0.002527075,0.00536569256659857,0.00223103
PE O-16:1;0/16:1;0,PE O-,GPL,MEM,32,2,0,0.465987219200955,0.508927636,1.18005728397382,0.385975613
PE O-18:1;0/14:1;0,PE O-,GPL,MEM,32,2,0,4.0191778520828e-4,6.73973e-4,NA,0.001611748
PE O-18:2;0/14:0;0,PE O-,GPL,MEM,32,2,0,0.00111205466624886,0.002934334,0.00531912276060335,0.003002117
PE O-16:1;0/16:2;0,PE O-,GPL,MEM,32,3,0,0.0764920627952926,0.015173503,0.0846354885541182,0.00574036
PE O-16:2;0/16:1;0,PE O-,GPL,MEM,32,3,0,0.0903908270155352,0.023801961,0.133149766376565,0.007797374
PE O-18:2;0/14:1;0,PE O-,GPL,MEM,32,3,0,0.0100589275561742,NA,NA,0.002305771
PE O-16:0;0/17:1;0,PE O-,GPL,MEM,33,1,0,2.7152645930249e-4,9.21617e-4,6.3728306916428e-4,4.57858e-4
PE O-16:1;0/17:0;0,PE O-,GPL,MEM,33,1,0,0.00249893633434662,0.006019744,0.0056294712962364,0.004399511
PE O-17:0;0/16:1;0,PE O-,GPL,MEM,33,1,0,0.0123161393766749,0.02484959,0.0261906863543818,0.016614072
PE O-17:1;0/16:0;0,PE O-,GPL,MEM,33,1,0,0.00451281569931744,0.010523731,0.00975316330672961,0.006386627
PE O-18:1;0/15:0;0,PE O-,GPL,MEM,33,1,0,0.00042887669730744997,0.002260706,0.00148505031538427,0.00329254
PE O-16:1;0/17:1;0,PE O-,GPL,MEM,33,2,0,0.0293376015997141,0.039142612,0.0596416718783682,0.025080317
PE O-16:2;0/17:0;0,PE O-,GPL,MEM,33,2,0,NA,NA,NA,NA
PE O-17:1;0/16:1;0,PE O-,GPL,MEM,33,2,0,0.0341687308156766,0.063243066,0.05838068327662,0.041097447
PE O-17:2;0/16:0;0,PE O-,GPL,MEM,33,2,0,0.00261522308315936,0.018933121,0.00339499968465333,0.004660164
PE O-18:1;0/15:1;0,PE O-,GPL,MEM,33,2,0,NA,NA,NA,5.58832e-4
PE O-18:2;0/15:0;0,PE O-,GPL,MEM,33,2,0,0.00200182379805478,0.004489088,0.00524932373885205,0.010279331
PE O-16:0;0/18:1;0,PE O-,GPL,MEM,34,1,0,0.0284930489601362,0.018097519,0.0268194970008635,0.00720789
PE O-17:0;0/17:1;0,PE O-,GPL,MEM,34,1,0,0.00218514746370949,0.006695451,0.00380198178763089,0.001951817
PE O-17:1;0/17:0;0,PE O-,GPL,MEM,34,1,0,0.0015613351828893,0.004198858,0.00234298518586638,0.001629762
PE O-18:0;0/16:1;0,PE O-,GPL,MEM,34,1,0,0.00721031551687126,0.012717157,0.0192925367746988,0.007912311
PE O-18:1;0/16:0;0,PE O-,GPL,MEM,34,1,0,0.00255115814467728,0.00867564,0.00845992378360947,0.00271235
PE O-16:0;0/18:2;0,PE O-,GPL,MEM,34,2,0,0.00215899185650004,0.002864764,NA,0.001377171
PE O-16:1;0/18:1;0,PE O-,GPL,MEM,34,2,0,1.65700817125831,1.013775294,1.90065659604106,0.392213776
PE O-16:2;0/18:0;0,PE O-,GPL,MEM,34,2,0,NA,0.007644437,0.00226429967233654,0.002249183
PE O-17:1;0/17:1;0,PE O-,GPL,MEM,34,2,0,0.00778076621010172,0.020880182,0.00739391130025651,0.008451059
PE O-18:1;0/16:1;0,PE O-,GPL,MEM,34,2,0,0.187738095234938,0.238346,0.385583889682421,0.155954192
PE O-18:2;0/16:0;0,PE O-,GPL,MEM,34,2,0,0.0117964915160393,0.024311166,0.0350816897307047,0.018856846
PE O-16:1;0/18:2;0,PE O-,GPL,MEM,34,3,0,0.063714373231416,0.044677536,0.0578895449008071,0.018849008
PE O-16:2;0/18:1;0,PE O-,GPL,MEM,34,3,0,0.0273916332139005,0.010725991,0.0159571369655761,0.004851886
PE O-18:1;0/16:2;0,PE O-,GPL,MEM,34,3,0,0.00199859492861824,NA,0.00179880480563022,0.001136815
PE O-18:2;0/16:1;0,PE O-,GPL,MEM,34,3,0,0.277883798549905,0.28677514,0.362915643730519,0.255687896
PE O-16:1;0/18:3;0,PE O-,GPL,MEM,34,4,0,0.00660813353130039,NA,NA,NA
PE O-18:2;0/16:2;0,PE O-,GPL,MEM,34,4,0,0.00693820143796083,NA,NA,NA
PE O-16:0;0/19:1;0,PE O-,GPL,MEM,35,1,0,NA,NA,NA,NA
PE O-17:0;0/18:1;0,PE O-,GPL,MEM,35,1,0,NA,0.016050695,0.0166609372807024,0.009140084
PE O-17:1;0/18:0;0,PE O-,GPL,MEM,35,1,0,NA,0.002710949,0.00216451018423109,0.001459888
PE O-18:0;0/17:1;0,PE O-,GPL,MEM,35,1,0,NA,3.41927e-4,2.1142341036331e-4,2.50478e-4
PE O-18:1;0/17:0;0,PE O-,GPL,MEM,35,1,0,NA,0.001062014,5.9043110206238e-4,7.14243e-4
PE O-16:1;0/19:1;0,PE O-,GPL,MEM,35,2,0,0.00170601214165343,0.00320573,0.00244467455875687,5.84403e-4
PE O-17:0;0/18:2;0,PE O-,GPL,MEM,35,2,0,0.00160040660082105,0.002999218,0.00239837313174168,0.001471337
PE O-17:1;0/18:1;0,PE O-,GPL,MEM,35,2,0,0.125208259244569,0.139296421,0.109856583673243,0.072282968
PE O-17:2;0/18:0;0,PE O-,GPL,MEM,35,2,0,3.2585319898733e-4,0.006060965,NA,0.001176555
PE O-18:1;0/17:1;0,PE O-,GPL,MEM,35,2,0,0.00325497909304992,0.012301553,0.00758664055951577,0.005590263
PE O-18:2;0/17:0;0,PE O-,GPL,MEM,35,2,0,0.00151620809474947,0.007401219,0.00440368746084489,0.006355373
PE O-16:1;0/19:2;0,PE O-,GPL,MEM,35,3,0,0.00156990482280408,0.003268956,NA,4.53036e-4
PE O-17:1;0/18:2;0,PE O-,GPL,MEM,35,3,0,0.00506487612143514,0.0078475,0.00403872594459393,0.004145197
PE O-17:2;0/18:1;0,PE O-,GPL,MEM,35,3,0,0.00838148443264865,0.008466141,0.00593714535431695,0.00295005
PE O-18:2;0/17:1;0,PE O-,GPL,MEM,35,3,0,0.0159471960177314,0.032988846,0.0198276051205161,0.024321156
PE O-16:0;0/20:1;0,PE O-,GPL,MEM,36,1,0,0.00445801282459188,0.002118421,0.00352451740621643,7.22348e-4
PE O-17:0;0/19:1;0,PE O-,GPL,MEM,36,1,0,3.6060289904538e-4,NA,NA,8.51221e-5
PE O-17:1;0/19:0;0,PE O-,GPL,MEM,36,1,0,1.7827470712371e-4,3.82326e-4,NA,1.28331e-4
PE O-18:0;0/18:1;0,PE O-,GPL,MEM,36,1,0,0.0284396422542822,0.019860456,0.0331146479948555,0.010428377
PE O-16:0;0/20:2;0,PE O-,GPL,MEM,36,2,0,0.00469628454256051,0.003377483,0.00166899337577322,8.07661e-4
PE O-16:1;0/20:1;0,PE O-,GPL,MEM,36,2,0,0.162348959096807,0.120201545,0.138908531900419,0.029093768
PE O-16:2;0/20:0;0,PE O-,GPL,MEM,36,2,0,NA,NA,NA,3.64165e-4
PE O-17:1;0/19:1;0,PE O-,GPL,MEM,36,2,0,0.00314422291110387,0.003534193,NA,0.001700177
PE O-18:0;0/18:2;0,PE O-,GPL,MEM,36,2,0,0.00247175282985444,0.002253125,NA,0.00481572
PE O-18:1;0/18:1;0,PE O-,GPL,MEM,36,2,0,0.478170074896279,0.333164276,0.429698638521376,0.120802812
PE O-16:0;0/20:3;0,PE O-,GPL,MEM,36,3,0,0.00135746464303602,NA,NA,NA
PE O-16:1;0/20:2;0,PE O-,GPL,MEM,36,3,0,0.0617061702768525,0.046420997,0.0382997283989612,0.010336617
PE O-16:2;0/20:1;0,PE O-,GPL,MEM,36,3,0,0.00218051077123719,NA,NA,5.3067e-4
PE O-18:1;0/18:2;0,PE O-,GPL,MEM,36,3,0,0.0246075879080926,0.021358328,0.0163104123558863,0.011799039
PE O-18:2;0/18:1;0,PE O-,GPL,MEM,36,3,0,1.0903704861399801,0.648825539,0.655706158243488,0.287661143
PE O-16:1;0/20:3;0,PE O-,GPL,MEM,36,4,0,0.0344191155389419,0.026852454,0.0135405773864774,0.003672219
PE O-16:2;0/20:2;0,PE O-,GPL,MEM,36,4,0,0.00151857672037975,NA,NA,NA
PE O-18:1;0/18:3;0,PE O-,GPL,MEM,36,4,0,0.00194650714117592,NA,NA,NA
PE O-18:2;0/18:2;0,PE O-,GPL,MEM,36,4,0,0.0382614495239111,0.032137057,0.0205318434837764,0.013677935
PE O-16:1;0/21:1;0,PE O-,GPL,MEM,37,2,0,NA,NA,NA,NA
